Run,barcode,Batch,seq_name,pathogen,Biofire positive,mapQ,Negative control,test,spiked,MS2_spike,IC_virus_spike,ct_1,ct_2,amplification_control,reverse_transcription_control,extraction_date,collection_date,chrom,length,meanDepth,meanDepth_trunc5,meanDepth_trunc10,AuG,AuG_trunc5,AuG_trunc10,bases,bases_perc,Cov1,Cov3,Cov5,Cov10,Cov1_perc,Cov3_perc,Cov5_perc,Cov10_perc,sample num reads,total run reads mapped,total run reads inc unmapped,Sample_reads_percent_of_run,Sample_reads_percent_of_refs,Sample_reads_percent_of_type_run,Sample_reads_percent_of_type_sample,median_read_length,median_aligned_length,mean_read_length,mean_aligned_length,Sample_num_reads_200,Sample_num_reads_300,Sample_num_reads_400,orthoreovirus,zika,MS2,murine_respirovirus,orthoreovirus passed,zika passed,MS2 passed,murine_respirovirus passed,total sample bases,total sample reads,total run bases,total run reads,isSpike,PC_PASSES,PCs_passed,pass,gold_standard,condition,FLU_A_POS,TOP_FLU_A,Sample_reads_percent_of_refs_AuG_truc10,OR pass,AND ratio pass,2 reads pass,sample_positive,pathogen_tests,test_type
AD_winter_study_010825,61,1.0,189 - NC24,Adenovirus,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,396.0,52.0,542.0,1.0,1.0,1.0,1.0,42534907.0,118421.0,1347837351.0,4070266.0,0.0,3.0,1,False,0,0,False,False,,False,False,False,0,24,BIOFIRE
AD_winter_study_010825,61,1.0,189 - NC24,Bordetella_parapertussis,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,396.0,52.0,542.0,1.0,1.0,1.0,1.0,42534907.0,118421.0,1347837351.0,4070266.0,0.0,3.0,1,False,0,0,False,False,,False,False,False,0,24,BIOFIRE
AD_winter_study_010825,61,1.0,189 - NC24,Bordetella_pertussis,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,396.0,52.0,542.0,1.0,1.0,1.0,1.0,42534907.0,118421.0,1347837351.0,4070266.0,0.0,3.0,1,False,0,0,False,False,,False,False,False,0,24,BIOFIRE
AD_winter_study_010825,61,1.0,189 - NC24,Chlamydia_pneumoniae,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,396.0,52.0,542.0,1.0,1.0,1.0,1.0,42534907.0,118421.0,1347837351.0,4070266.0,0.0,3.0,1,False,0,0,False,False,,False,False,False,0,24,BIOFIRE
AD_winter_study_010825,61,1.0,189 - NC24,Coronavirus 229E,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,396.0,52.0,542.0,1.0,1.0,1.0,1.0,42534907.0,118421.0,1347837351.0,4070266.0,0.0,3.0,1,False,0,0,False,False,,False,False,False,0,24,BIOFIRE
AD_winter_study_010825,61,1.0,189 - NC24,Coronavirus HKU,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,396.0,52.0,542.0,1.0,1.0,1.0,1.0,42534907.0,118421.0,1347837351.0,4070266.0,0.0,3.0,1,False,0,0,False,False,,False,False,False,0,24,BIOFIRE
AD_winter_study_010825,61,1.0,189 - NC24,Coronavirus NL63,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,396.0,52.0,542.0,1.0,1.0,1.0,1.0,42534907.0,118421.0,1347837351.0,4070266.0,0.0,3.0,1,False,0,0,False,False,,False,False,False,0,24,BIOFIRE
AD_winter_study_010825,61,1.0,189 - NC24,Coronavirus OC43,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,396.0,52.0,542.0,1.0,1.0,1.0,1.0,42534907.0,118421.0,1347837351.0,4070266.0,0.0,3.0,1,False,0,0,False,False,,False,False,False,0,24,BIOFIRE
AD_winter_study_010825,61,1.0,189 - NC24,Influenza A,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,396.0,52.0,542.0,1.0,1.0,1.0,1.0,42534907.0,118421.0,1347837351.0,4070266.0,0.0,3.0,1,False,0,0,False,False,,False,False,False,0,24,BIOFIRE
AD_winter_study_010825,61,1.0,189 - NC24,Influenza A/H1,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,396.0,52.0,542.0,1.0,1.0,1.0,1.0,42534907.0,118421.0,1347837351.0,4070266.0,0.0,3.0,1,False,0,0,False,False,,False,False,False,0,24,BIOFIRE
